Клас;Назва;Вісь анатомічної локалізації;Назва;Вісь процедурної типології;Назва;Вісь блоків ;Назва;Код;Назва UKR;Назва ENG
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;3;РОЗРІЗ;222;Орбітотомія;42533-00;Експлораторна орбітотомія;Exploratory orbitotomy
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;3;РОЗРІЗ;223;Інші процедури розрізу на очній ямці;42572-00;Дренування абсцесу очної ямки;Drainage of orbital abscess
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;3;РОЗРІЗ;223;Інші процедури розрізу на очній ямці;42572-01;Дренування кісти очної ямки;Drainage of orbital cyst
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42533-01;Експлораторна орбітотомія з біопсією;Exploratory orbitotomy with biopsy
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42542-00;Експлораторна орбітотомія, передня частина, з висіченням ураження;Exploratory orbitotomy, anterior aspect, with excision of lesion
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42542-01;Експлораторна орбітотомія, передня частина, з видаленням стороннього тіла;Exploratory orbitotomy, anterior aspect, with removal of foreign body
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42543-00;Експлораторна орбітотомія, ретробульбарна частина, з висіченням ураження;Exploratory orbitotomy, retrobulbar aspect, with excision of lesion
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42543-01;Експлораторна орбітотомія, ретробульбарна частина, з висіченням ураження;Exploratory orbitotomy, retrobulbar aspect, with removal of foreign body
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;224;Орбітотомія з біопсією або висіченням;42545-01;Орбітотомія для декомпресії очної ямки за допомогою видалення внутрішньоорбітального (перибульбарного) (ретробульбарного) жиру;Orbitotomy for decompression of orbit by removal of intraorbital (peribulbar) (retrobulbar) fat
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-00;Екзентерація очної ямки;Exenteration of orbit
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-01;Екзентерація очної ямки з трансплантацією шкіри;Exenteration of orbit with skin graft
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-02;Екзентерація очної ямки з трансплантацією скроневого м'яза;Exenteration of orbit with temporalis muscle transplant
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-03;Екзентерація очної ямки з трансплантацією шкіри та скроневого м'яза;Exenteration of orbit with skin graft and temporalis muscle transplant
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-04;Екзентерація очної ямки з видаленням прилеглих структур;Exenteration of orbit with removal of adjacent structures
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;225;Екзентерація очної ямки;42536-05;Екзентерація очної ямки з терапевтичним видаленням виличної кістки;Exenteration of orbit with therapeutic removal of orbital bone
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;226;Інші процедури висічення очної ямки;42573-00;Висічення дермоїда периорбітальної ділянки, від передньої частини до орбітальної перетинки;Excision of periorbital dermoid, anterior to orbital septum
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;5;ВИСІЧЕННЯ;226;Інші процедури висічення очної ямки;42574-00;Висічення дермоїда периорбітальної ділянки, від задньої частини до орбітальної перетинки;Excision of orbital dermoid, posterior to orbital septum
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);227;Орбітотомія з видаленням та заміною кістки;42530-00;Експлораторна орбітотомія, що вимагає видалення та заміни кістки;Exploratory orbitotomy requiring removal and replacement of bone
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);227;Орбітотомія з видаленням та заміною кістки;42530-01;Експлораторна орбітотомія з біопсією, що вимагає видалення та заміни кістки;Exploratory orbitotomy with biopsy, requiring removal and replacement of bone
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);227;Орбітотомія з видаленням та заміною кістки;42539-00;Експлораторна орбітотомія з висіченням ураження, що вимагає видалення та заміни кістки;Exploratory orbitotomy with excision of lesion, requiring removal and replacement of bone
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);227;Орбітотомія з видаленням та заміною кістки;42539-01;Експлораторна орбітотомія з видаленням стороннього тіла, що вимагає видалення та заміни кістки;Exploratory orbitotomy with removal of foreign body, requiring removal and replacement of bone
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);227;Орбітотомія з видаленням та заміною кістки;42545-00;Орбітотомія для декомпресії очної ямки за допомогою фенестрації не менше ніж 2 стінок;Orbitotomy for decompression of orbit by fenestration of >= 2 walls
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);228;Інші процедури для загоєння на очній ямці;42530-02;Загоєння рани очної ямки;Repair of wound of orbit
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);228;Інші процедури для загоєння на очній ямці;90082-00;Інше загоєння очної ямки;Other repair of orbit
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;12;ІНШІ ПРОЦЕДУРИ;229;Інші процедури на очній ямці;42821-00;Діафаноскопія ока;Ocular transillumination
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;9;ПРИДАТКОВИЙ АПАРАТ ОКА — ОЧНА ЯМКА;12;ІНШІ ПРОЦЕДУРИ;229;Інші процедури на очній ямці;90083-00;Інші процедури на очній ямці;Other procedures on orbit
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;230;Процедури прикладання, введення або виведення на повіці;18370-03;Введення агента в повіку;Administration of agent into eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;230;Процедури прикладання, введення або виведення на повіці;42869-00;Введення імплантату в повіку;Insertion of implant into eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;3;РОЗРІЗ;231;Процедури розрізання повіки;90084-00;Розрізання повіки;Incision of eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;3;РОЗРІЗ;231;Процедури розрізання повіки;90090-00;Відокремлення блефарорафії;Severing of blepharorrhaphy
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;3;РОЗРІЗ;231;Процедури розрізання повіки;90091-00;Кантотомія;Canthotomy
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;5;ВИСІЧЕННЯ;232;Біопсія повіки;30071-02;Біопсія повіки;Biopsy of eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;5;ВИСІЧЕННЯ;233;Інші процедури висічення повіки;42575-00;Висічення кісти тарзальної пластини;Excision of cyst of tarsal plate
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);234;Трансплантація на повіку;42860-00;Трансплантація на верхню повіку, зі зміщенням назад ретракторів повік, 1 око;Graft to upper eyelid, with recession of lid retractors, 1 eye
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);234;Трансплантація на повіку;42860-01;Трансплантація на верхню повіку, зі зміщенням назад ретракторів повік, обидва ока;Graft to upper eyelid, with recession of lid retractors, both eyes
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);234;Трансплантація на повіку;42860-02;Трансплантація на нижню повіку, зі зміщенням назад ретракторів повік, 1 око;Graft to lower eyelid, with recession of lid retractors, 1 eye
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);234;Трансплантація на повіку;42860-03;Трансплантація на нижню повіку, зі зміщенням назад ретракторів повік, обидва ока;Graft to lower eyelid, with recession of lid retractors, both eyes
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);235;Кантопластика;42590-00;Латеральна кантопластика;Lateral canthoplasty
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);235;Кантопластика;42590-01;Медіальна кантопластика;Medial canthoplasty
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;30052-01;Загоєння рани повіки;Repair of wound of eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;42584-00;Тарзорафія;Tarsorrhaphy
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;42854-01;Загоєння медіальної зв'язки повік;Repair of medial palpebral ligament
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;42863-00;Рецесія повіки;Recession of eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;42872-00;Елевація брови у зв'язку з паретичним станом;Elevation of eyebrow for paretic state
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);236;Інші процедури загоєння повіки;90085-00;Інше загоєння повіки;Other repair of eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);237;Процедури відновлення повіки;90095-00;Відновлення повіки за допомогою пересадки волосяного фолікула;Reconstruction of eyelid with hair follicle graft
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-00;Корекція трихіазу за допомогою кріотерапії, 1 око;Correction of trichiasis by cryotherapy, 1 eye
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-01;Корекція трихіазу за допомогою кріотерапії, обидва ока;Correction of trichiasis by cryotherapy, both eyes
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-02;Лазерна корекція трихіазу, 1 око;Correction of trichiasis by laser, 1 eye
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-03;Лазерна корекція трихіазу, обидва ока;Correction of trichiasis by laser, both eyes
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-04;Електролізна корекція трихіазу, 1 око;Correction of trichiasis by electrolysis, 1 eye
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;238;Процедури корекції трихіазу;42587-05;Електролізна корекція трихіазу, обидва ока;Correction of trichiasis by electrolysis, both eyes
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;42581-00;Каутеризація ектропіона;Cauterisation of ectropion
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;42581-01;Каутеризація ентропіона;Cauterisation of entropion
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;42866-00;Виправлення ектрпіона або ентропіона шляхом стягнення або вкорочення нижніх ретракторів;Repair of ectropion or entropion by tightening or shortening of inferior retractors
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;42866-01;Виправлення ектрпіона або ентропіона за допомогою інших процедур на нижніх ретракторах;Repair of ectropion or entropion by other repair of inferior retractors
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;45626-00;Виправлення ектропіона або ентропіона шляхом накладання швів;Correction of ectropion or entropion by suture technique
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;239;Процедури лікування ектропіона або ентропіона;45626-01;Виправлення ектропіона або ентропіона за допомогою клиноподібної резекції;Correction of ectropion or entropion with wedge resection
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;10;ПРИДАТКОВИЙ АПАРАТ ОКА — ПОВІКА;12;ІНШІ ПРОЦЕДУРИ;240;Інші процедури на повіці;90086-00;Інші процедури на повіці;Other procedures on eyelid
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;241;Зондування сльозових проток;42614-01;Зондування сльозових проток, однобічне;Probing of lacrimal passages, unilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;241;Зондування сльозових проток;42615-01;Зондування сльозових проток, двобічне;Probing of lacrimal passages, bilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42608-00;Введення іншої носо-сльозової трубки/стента в сльозовий/кон'юнктивальний мішок з метою дренування;Insertion of other nasolacrimal tube/stent into lacrimal/conjunctival sac for drainage
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42608-01;Введення скляної (пірексової) носо-сльозової трубки/стента в сльозовий/кон'юнктивальний мішок з метою дренування;Insertion of glass (Pyrex) nasolacrimal tube/stent into lacrimal/conjunctival sac for drainage
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42614-00;Заміна носо-сльозової трубки, однобічна;Replacement of nasolacrimal tube, unilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42614-02;Видалення носо-сльозової трубки, однобічне;Removal of nasolacrimal tube, unilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42615-00;Заміна носо-сльозової трубки, двобічна;Replacement of nasolacrimal tube, bilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;242;Введення, заміна або видалення носо-сльозової трубки;42615-02;Видалення носо-сльозової трубки, двобічне;Removal of nasolacrimal tube, bilateral
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;243;Інші процедури прикладання, введення або видалення на сльозовому апараті;42620-00;Оклюзія сльозової точки пробкою;Occlusion of lacrimal punctum by plug
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;243;Інші процедури прикладання, введення або видалення на сльозовому апараті;90087-00;Видалення пробки зі сльозової точки;Removal of punctal plug
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;3;РОЗРІЗ;244;Процедури розрізу на сльозовому апараті;42593-01;Розріз сльозової залози;Incision of lacrimal gland
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;3;РОЗРІЗ;244;Процедури розрізу на сльозовому апараті;42596-00;Розріз сльозового мішка;Incision of lacrimal sac
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;3;РОЗРІЗ;244;Процедури розрізу на сльозовому апараті;42596-03;Інший розріз сльозових проток;Other incision of lacrimal passages
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;3;РОЗРІЗ;244;Процедури розрізу на сльозовому апараті;42617-00;Розріз сльозової точки;Incision of lacrimal punctum
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;4;ДЕСТРУКЦІЯ;245;Процедури деструкції на сльозовому апараті;42622-00;Оклюзія сльозової точки припаленням;Occlusion of lacrimal punctum by cautery
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;5;ВИСІЧЕННЯ;246;Процедури висічення на сльозовому апараті;30075-35;Біопсія сльозової залози;Biopsy of lacrimal gland
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;5;ВИСІЧЕННЯ;246;Процедури висічення на сльозовому апараті;42593-00;Висічення сльозової залози;Excision of lacrimal gland
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;5;ВИСІЧЕННЯ;246;Процедури висічення на сльозовому апараті;42596-01;Висічення сльозового мішка;Excision of lacrimal sac
Клас 3;ПРОЦЕДУРИ НА ОЦІ ТА ЙОГО ПРИДАТКАХ;11;ПРИДАТКОВИЙ АПАРАТ ОКА — СЛЬОЗОВИЙ АПАРАТ;5;ВИСІЧЕННЯ;246;Процедури висічення на сльозовому апараті;42605-01;Висічення сльозових проток;Excision of lacrimal passages
